run,type,module,name,attrname,attrvalue,value,count,sumweights,mean,stddev,min,max,binedges,binvalues
canvas-0-20220516-13:45:31-12521,scalar,Scenario.node[13].udp,droppedPkWrongPort:count,,,0,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[13].udp,droppedPkWrongPort:count,interpolationmode,none,,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[13].udp,droppedPkWrongPort:count,source,packetDropReasonIsNoPortFound(packetDropped),,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[13].udp,droppedPkWrongPort:count,title,"packets dropped (wrong port), count",,,,,,,,,
canvas-0-20220516-13:45:31-12521,scalar,Scenario.node[13].udp,droppedPkBadChecksum:count,,,0,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[13].udp,droppedPkBadChecksum:count,interpolationmode,none,,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[13].udp,droppedPkBadChecksum:count,source,packetDropReasonIsIncorrectlyReceived(packetDropped),,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[13].udp,droppedPkBadChecksum:count,title,"packets dropped (checksum error), count",,,,,,,,,
canvas-0-20220516-13:45:31-12521,scalar,Scenario.node[13].app[0],packetReceived:count,,,0,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[13].app[0],packetReceived:count,interpolationmode,none,,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[13].app[0],packetReceived:count,source,packetReceived,,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[13].app[0],packetReceived:count,title,"packets received, count",,,,,,,,,
canvas-0-20220516-13:45:31-12521,scalar,Scenario.node[13].app[0],packetReceived:sum(packetBytes),,,0,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[13].app[0],packetReceived:sum(packetBytes),interpolationmode,none,,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[13].app[0],packetReceived:sum(packetBytes),source,packetReceived,,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[13].app[0],packetReceived:sum(packetBytes),title,"packets received, sum(packetBytes)",,,,,,,,,
canvas-0-20220516-13:45:31-12521,scalar,Scenario.node[13].app[0],packetSent:count,,,0,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[13].app[0],packetSent:count,interpolationmode,none,,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[13].app[0],packetSent:count,source,packetSent,,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[13].app[0],packetSent:count,title,"packets sent, count",,,,,,,,,
canvas-0-20220516-13:45:31-12521,scalar,Scenario.node[13].app[0],packetSent:sum(packetBytes),,,0,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[13].app[0],packetSent:sum(packetBytes),interpolationmode,none,,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[13].app[0],packetSent:sum(packetBytes),source,packetSent,,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[13].app[0],packetSent:sum(packetBytes),title,"packets sent, sum(packetBytes)",,,,,,,,,
canvas-0-20220516-13:45:31-12521,scalar,Scenario.node[14].lo[0].lo,rcvdPkFromHl:count,,,1,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[14].lo[0].lo,rcvdPkFromHl:count,interpolationmode,none,,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[14].lo[0].lo,rcvdPkFromHl:count,source,packetReceivedFromUpper,,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[14].lo[0].lo,rcvdPkFromHl:count,title,"packets received from higher layer, count",,,,,,,,,
canvas-0-20220516-13:45:31-12521,scalar,Scenario.node[14].lo[0].lo,rcvdPkFromHl:sum(packetBytes),,,128,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[14].lo[0].lo,rcvdPkFromHl:sum(packetBytes),interpolationmode,none,,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[14].lo[0].lo,rcvdPkFromHl:sum(packetBytes),source,packetReceivedFromUpper,,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[14].lo[0].lo,rcvdPkFromHl:sum(packetBytes),title,"packets received from higher layer, sum(packetBytes)",,,,,,,,,
canvas-0-20220516-13:45:31-12521,scalar,Scenario.node[14].lo[0].lo,passedUpPk:count,,,1,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[14].lo[0].lo,passedUpPk:count,interpolationmode,none,,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[14].lo[0].lo,passedUpPk:count,source,packetSentToUpper,,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[14].lo[0].lo,passedUpPk:count,title,"packets passed to higher layer, count",,,,,,,,,
canvas-0-20220516-13:45:31-12521,scalar,Scenario.node[14].lo[0].lo,passedUpPk:sum(packetBytes),,,128,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[14].lo[0].lo,passedUpPk:sum(packetBytes),interpolationmode,none,,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[14].lo[0].lo,passedUpPk:sum(packetBytes),source,packetSentToUpper,,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[14].lo[0].lo,passedUpPk:sum(packetBytes),title,"packets passed to higher layer, sum(packetBytes)",,,,,,,,,
canvas-0-20220516-13:45:31-12521,scalar,Scenario.node[14].wlan[0].mac.dcf.channelAccess.pendingQueue,packetPopped:count,,,1,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[14].wlan[0].mac.dcf.channelAccess.pendingQueue,packetPopped:count,interpolationmode,none,,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[14].wlan[0].mac.dcf.channelAccess.pendingQueue,packetPopped:count,title,"packet popped, count",,,,,,,,,
canvas-0-20220516-13:45:31-12521,scalar,Scenario.node[14].wlan[0].mac.dcf.channelAccess.pendingQueue,packetPopped:sum(packetBytes),,,158,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[14].wlan[0].mac.dcf.channelAccess.pendingQueue,packetPopped:sum(packetBytes),interpolationmode,none,,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[14].wlan[0].mac.dcf.channelAccess.pendingQueue,packetPopped:sum(packetBytes),title,"packet popped, sum(packetBytes)",,,,,,,,,
canvas-0-20220516-13:45:31-12521,scalar,Scenario.node[14].wlan[0].mac.dcf.channelAccess.pendingQueue,queueLength:max,,,1,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[14].wlan[0].mac.dcf.channelAccess.pendingQueue,queueLength:max,interpolationmode,sample-hold,,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[14].wlan[0].mac.dcf.channelAccess.pendingQueue,queueLength:max,source,count(packetPushed) - count(packetPopped) - count(packetRemoved) - count(packetDropped),,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[14].wlan[0].mac.dcf.channelAccess.pendingQueue,queueLength:max,title,"queue length, max",,,,,,,,,
canvas-0-20220516-13:45:31-12521,scalar,Scenario.node[14].wlan[0].mac.dcf.channelAccess.pendingQueue,queueLength:timeavg,,,1.6861404180952e-05,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[14].wlan[0].mac.dcf.channelAccess.pendingQueue,queueLength:timeavg,interpolationmode,sample-hold,,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[14].wlan[0].mac.dcf.channelAccess.pendingQueue,queueLength:timeavg,source,count(packetPushed) - count(packetPopped) - count(packetRemoved) - count(packetDropped),,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[14].wlan[0].mac.dcf.channelAccess.pendingQueue,queueLength:timeavg,title,"queue length, timeavg",,,,,,,,,
canvas-0-20220516-13:45:31-12521,scalar,Scenario.node[14].wlan[0].mac.dcf.channelAccess.pendingQueue,packetPushed:count,,,1,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[14].wlan[0].mac.dcf.channelAccess.pendingQueue,packetPushed:count,interpolationmode,none,,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[14].wlan[0].mac.dcf.channelAccess.pendingQueue,packetPushed:count,title,"packet pushed, count",,,,,,,,,
canvas-0-20220516-13:45:31-12521,scalar,Scenario.node[14].wlan[0].mac.dcf.channelAccess.pendingQueue,packetPushed:sum(packetBytes),,,158,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[14].wlan[0].mac.dcf.channelAccess.pendingQueue,packetPushed:sum(packetBytes),interpolationmode,none,,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[14].wlan[0].mac.dcf.channelAccess.pendingQueue,packetPushed:sum(packetBytes),title,"packet pushed, sum(packetBytes)",,,,,,,,,
canvas-0-20220516-13:45:31-12521,scalar,Scenario.node[14].wlan[0].mac.dcf.channelAccess.pendingQueue,packetDropQueueOverflow:count,,,0,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[14].wlan[0].mac.dcf.channelAccess.pendingQueue,packetDropQueueOverflow:count,interpolationmode,none,,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[14].wlan[0].mac.dcf.channelAccess.pendingQueue,packetDropQueueOverflow:count,source,packetDropReasonIsQueueOverflow(packetDropped),,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[14].wlan[0].mac.dcf.channelAccess.pendingQueue,packetDropQueueOverflow:count,title,"packet drops: queue overflow, count",,,,,,,,,
canvas-0-20220516-13:45:31-12521,scalar,Scenario.node[14].wlan[0].mac.dcf.channelAccess.pendingQueue,packetDropQueueOverflow:sum(packetBytes),,,0,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[14].wlan[0].mac.dcf.channelAccess.pendingQueue,packetDropQueueOverflow:sum(packetBytes),interpolationmode,none,,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[14].wlan[0].mac.dcf.channelAccess.pendingQueue,packetDropQueueOverflow:sum(packetBytes),source,packetDropReasonIsQueueOverflow(packetDropped),,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[14].wlan[0].mac.dcf.channelAccess.pendingQueue,packetDropQueueOverflow:sum(packetBytes),title,"packet drops: queue overflow, sum(packetBytes)",,,,,,,,,
canvas-0-20220516-13:45:31-12521,scalar,Scenario.node[14].wlan[0].mac.dcf.channelAccess.pendingQueue,packetRemoved:count,,,0,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[14].wlan[0].mac.dcf.channelAccess.pendingQueue,packetRemoved:count,interpolationmode,none,,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[14].wlan[0].mac.dcf.channelAccess.pendingQueue,packetRemoved:count,title,"packets removed, count",,,,,,,,,
canvas-0-20220516-13:45:31-12521,scalar,Scenario.node[14].wlan[0].mac.dcf.channelAccess.pendingQueue,packetRemoved:sum(packetBytes),,,0,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[14].wlan[0].mac.dcf.channelAccess.pendingQueue,packetRemoved:sum(packetBytes),interpolationmode,none,,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[14].wlan[0].mac.dcf.channelAccess.pendingQueue,packetRemoved:sum(packetBytes),title,"packets removed, sum(packetBytes)",,,,,,,,,
canvas-0-20220516-13:45:31-12521,scalar,Scenario.node[14].wlan[0].mac.dcf.channelAccess.inProgressFrames,queueLength:max,,,1,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[14].wlan[0].mac.dcf.channelAccess.inProgressFrames,queueLength:max,interpolationmode,sample-hold,,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[14].wlan[0].mac.dcf.channelAccess.inProgressFrames,queueLength:max,source,count(packetEnqueued) - count(packetDequeued),,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[14].wlan[0].mac.dcf.channelAccess.inProgressFrames,queueLength:max,title,"queue length, max",,,,,,,,,
canvas-0-20220516-13:45:31-12521,scalar,Scenario.node[14].wlan[0].mac.dcf.channelAccess.inProgressFrames,queueLength:timeavg,,,3.8000785220654e-06,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[14].wlan[0].mac.dcf.channelAccess.inProgressFrames,queueLength:timeavg,interpolationmode,sample-hold,,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[14].wlan[0].mac.dcf.channelAccess.inProgressFrames,queueLength:timeavg,source,count(packetEnqueued) - count(packetDequeued),,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[14].wlan[0].mac.dcf.channelAccess.inProgressFrames,queueLength:timeavg,title,"queue length, timeavg",,,,,,,,,
canvas-0-20220516-13:45:31-12521,scalar,Scenario.node[14].wlan[0].mac.dcf.channelAccess.contention,channelAccessGranted:count,,,1,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[14].wlan[0].mac.dcf.channelAccess.contention,channelAccessGranted:count,title,"channel access granted, count",,,,,,,,,
canvas-0-20220516-13:45:31-12521,scalar,Scenario.node[14].wlan[0].mac.dcf.channelAccess.contention,stateChanged:count,,,22,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[14].wlan[0].mac.dcf.channelAccess.contention,stateChanged:count,interpolationmode,none,,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[14].wlan[0].mac.dcf.channelAccess.contention,stateChanged:count,title,"contention state changed, count",,,,,,,,,
canvas-0-20220516-13:45:31-12521,scalar,Scenario.node[14].wlan[0].mac.dcf.channelAccess,channelOwnershipChanged:count,,,2,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[14].wlan[0].mac.dcf.channelAccess,channelOwnershipChanged:count,interpolationmode,sample-hold,,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[14].wlan[0].mac.dcf.channelAccess,channelOwnershipChanged:count,title,"channel ownership, count",,,,,,,,,
canvas-0-20220516-13:45:31-12521,scalar,Scenario.node[14].wlan[0].mac.dcf.originatorMacDataService,packetAggregated:count,,,0,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[14].wlan[0].mac.dcf.originatorMacDataService,packetAggregated:count,title,"packets aggregated, count",,,,,,,,,
canvas-0-20220516-13:45:31-12521,scalar,Scenario.node[14].wlan[0].mac.dcf.originatorMacDataService,packetFragmented:count,,,0,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[14].wlan[0].mac.dcf.originatorMacDataService,packetFragmented:count,title,"packets fragmented, count",,,,,,,,,
canvas-0-20220516-13:45:31-12521,scalar,Scenario.node[14].wlan[0].mac.dcf.recipientMacDataService,packetDeaggregated:count,,,0,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[14].wlan[0].mac.dcf.recipientMacDataService,packetDeaggregated:count,title,"packets deaggregated, count",,,,,,,,,
canvas-0-20220516-13:45:31-12521,scalar,Scenario.node[14].wlan[0].mac.dcf.recipientMacDataService,packetDefragmented:count,,,3,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[14].wlan[0].mac.dcf.recipientMacDataService,packetDefragmented:count,title,"packets defragmented, count",,,,,,,,,
canvas-0-20220516-13:45:31-12521,scalar,Scenario.node[14].wlan[0].mac.dcf.recipientMacDataService,packetDropDuplicateDetected:count,,,0,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[14].wlan[0].mac.dcf.recipientMacDataService,packetDropDuplicateDetected:count,interpolationmode,none,,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[14].wlan[0].mac.dcf.recipientMacDataService,packetDropDuplicateDetected:count,source,packetDropReasonIsDuplicateDetected(packetDropped),,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[14].wlan[0].mac.dcf.recipientMacDataService,packetDropDuplicateDetected:count,title,"packet drops: duplicate detected, count",,,,,,,,,
canvas-0-20220516-13:45:31-12521,scalar,Scenario.node[14].wlan[0].mac.dcf.recipientMacDataService,packetDropDuplicateDetected:sum(packetBytes),,,0,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[14].wlan[0].mac.dcf.recipientMacDataService,packetDropDuplicateDetected:sum(packetBytes),interpolationmode,none,,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[14].wlan[0].mac.dcf.recipientMacDataService,packetDropDuplicateDetected:sum(packetBytes),source,packetDropReasonIsDuplicateDetected(packetDropped),,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[14].wlan[0].mac.dcf.recipientMacDataService,packetDropDuplicateDetected:sum(packetBytes),title,"packet drops: duplicate detected, sum(packetBytes)",,,,,,,,,
canvas-0-20220516-13:45:31-12521,scalar,Scenario.node[14].wlan[0].mac.dcf.recoveryProcedure,retryLimitReached:count,,,0,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[14].wlan[0].mac.dcf.recoveryProcedure,retryLimitReached:count,title,"retry limit reached, count",,,,,,,,,
canvas-0-20220516-13:45:31-12521,scalar,Scenario.node[14].wlan[0].mac.dcf,frameSequenceFinished:count,,,1,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[14].wlan[0].mac.dcf,frameSequenceFinished:count,title,"finished frame sequences, count",,,,,,,,,
canvas-0-20220516-13:45:31-12521,scalar,Scenario.node[14].wlan[0].mac.dcf,packetReceivedFromPeer:count,,,3,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[14].wlan[0].mac.dcf,packetReceivedFromPeer:count,interpolationmode,none,,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[14].wlan[0].mac.dcf,packetReceivedFromPeer:count,title,"packets received, count",,,,,,,,,
canvas-0-20220516-13:45:31-12521,scalar,Scenario.node[14].wlan[0].mac.dcf,packetReceivedFromPeer:sum(packetBytes),,,474,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[14].wlan[0].mac.dcf,packetReceivedFromPeer:sum(packetBytes),interpolationmode,none,,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[14].wlan[0].mac.dcf,packetReceivedFromPeer:sum(packetBytes),title,"packets received, sum(packetBytes)",,,,,,,,,
canvas-0-20220516-13:45:31-12521,scalar,Scenario.node[14].wlan[0].mac.dcf,packetReceivedFromPeerUnicast:count,,,0,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[14].wlan[0].mac.dcf,packetReceivedFromPeerUnicast:count,interpolationmode,none,,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[14].wlan[0].mac.dcf,packetReceivedFromPeerUnicast:count,source,ieee80211Unicast(packetReceivedFromPeer),,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[14].wlan[0].mac.dcf,packetReceivedFromPeerUnicast:count,title,"packets received: unicast, count",,,,,,,,,
canvas-0-20220516-13:45:31-12521,scalar,Scenario.node[14].wlan[0].mac.dcf,packetReceivedFromPeerUnicast:sum(packetBytes),,,0,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[14].wlan[0].mac.dcf,packetReceivedFromPeerUnicast:sum(packetBytes),interpolationmode,none,,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[14].wlan[0].mac.dcf,packetReceivedFromPeerUnicast:sum(packetBytes),source,ieee80211Unicast(packetReceivedFromPeer),,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[14].wlan[0].mac.dcf,packetReceivedFromPeerUnicast:sum(packetBytes),title,"packets received: unicast, sum(packetBytes)",,,,,,,,,
canvas-0-20220516-13:45:31-12521,scalar,Scenario.node[14].wlan[0].mac.dcf,packetReceivedFromPeerMulticast:count,,,3,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[14].wlan[0].mac.dcf,packetReceivedFromPeerMulticast:count,interpolationmode,none,,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[14].wlan[0].mac.dcf,packetReceivedFromPeerMulticast:count,source,ieee80211Multicast(packetReceivedFromPeer),,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[14].wlan[0].mac.dcf,packetReceivedFromPeerMulticast:count,title,"packets received: multicast, count",,,,,,,,,
canvas-0-20220516-13:45:31-12521,scalar,Scenario.node[14].wlan[0].mac.dcf,packetReceivedFromPeerMulticast:sum(packetBytes),,,474,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[14].wlan[0].mac.dcf,packetReceivedFromPeerMulticast:sum(packetBytes),interpolationmode,none,,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[14].wlan[0].mac.dcf,packetReceivedFromPeerMulticast:sum(packetBytes),source,ieee80211Multicast(packetReceivedFromPeer),,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[14].wlan[0].mac.dcf,packetReceivedFromPeerMulticast:sum(packetBytes),title,"packets received: multicast, sum(packetBytes)",,,,,,,,,
canvas-0-20220516-13:45:31-12521,scalar,Scenario.node[14].wlan[0].mac.dcf,packetReceivedFromPeerBroadcast:count,,,0,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[14].wlan[0].mac.dcf,packetReceivedFromPeerBroadcast:count,interpolationmode,none,,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[14].wlan[0].mac.dcf,packetReceivedFromPeerBroadcast:count,source,ieee80211Broadcast(packetReceivedFromPeer),,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[14].wlan[0].mac.dcf,packetReceivedFromPeerBroadcast:count,title,"packets received: broadcast, count",,,,,,,,,
canvas-0-20220516-13:45:31-12521,scalar,Scenario.node[14].wlan[0].mac.dcf,packetReceivedFromPeerBroadcast:sum(packetBytes),,,0,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[14].wlan[0].mac.dcf,packetReceivedFromPeerBroadcast:sum(packetBytes),interpolationmode,none,,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[14].wlan[0].mac.dcf,packetReceivedFromPeerBroadcast:sum(packetBytes),source,ieee80211Broadcast(packetReceivedFromPeer),,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[14].wlan[0].mac.dcf,packetReceivedFromPeerBroadcast:sum(packetBytes),title,"packets received: broadcast, sum(packetBytes)",,,,,,,,,
canvas-0-20220516-13:45:31-12521,scalar,Scenario.node[14].wlan[0].mac.dcf,packetReceivedFromPeerWithRetry:count,,,0,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[14].wlan[0].mac.dcf,packetReceivedFromPeerWithRetry:count,interpolationmode,none,,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[14].wlan[0].mac.dcf,packetReceivedFromPeerWithRetry:count,source,ieee80211Retry(packetReceivedFromPeer),,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[14].wlan[0].mac.dcf,packetReceivedFromPeerWithRetry:count,title,"packets received: with retry, count",,,,,,,,,
canvas-0-20220516-13:45:31-12521,scalar,Scenario.node[14].wlan[0].mac.dcf,packetReceivedFromPeerWithRetry:sum(packetBytes),,,0,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[14].wlan[0].mac.dcf,packetReceivedFromPeerWithRetry:sum(packetBytes),interpolationmode,none,,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[14].wlan[0].mac.dcf,packetReceivedFromPeerWithRetry:sum(packetBytes),source,ieee80211Retry(packetReceivedFromPeer),,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[14].wlan[0].mac.dcf,packetReceivedFromPeerWithRetry:sum(packetBytes),title,"packets received: with retry, sum(packetBytes)",,,,,,,,,
canvas-0-20220516-13:45:31-12521,scalar,Scenario.node[14].wlan[0].mac.dcf,packetReceivedFromPeerWithoutRetry:count,,,3,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[14].wlan[0].mac.dcf,packetReceivedFromPeerWithoutRetry:count,interpolationmode,none,,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[14].wlan[0].mac.dcf,packetReceivedFromPeerWithoutRetry:count,source,ieee80211NotRetry(packetReceivedFromPeer),,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[14].wlan[0].mac.dcf,packetReceivedFromPeerWithoutRetry:count,title,"packets received: without retry, count",,,,,,,,,
canvas-0-20220516-13:45:31-12521,scalar,Scenario.node[14].wlan[0].mac.dcf,packetReceivedFromPeerWithoutRetry:sum(packetBytes),,,474,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[14].wlan[0].mac.dcf,packetReceivedFromPeerWithoutRetry:sum(packetBytes),interpolationmode,none,,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[14].wlan[0].mac.dcf,packetReceivedFromPeerWithoutRetry:sum(packetBytes),source,ieee80211NotRetry(packetReceivedFromPeer),,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[14].wlan[0].mac.dcf,packetReceivedFromPeerWithoutRetry:sum(packetBytes),title,"packets received: without retry, sum(packetBytes)",,,,,,,,,
canvas-0-20220516-13:45:31-12521,scalar,Scenario.node[14].wlan[0].mac.dcf,packetSentToPeer:count,,,1,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[14].wlan[0].mac.dcf,packetSentToPeer:count,interpolationmode,none,,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[14].wlan[0].mac.dcf,packetSentToPeer:count,title,"packets sent, count",,,,,,,,,
canvas-0-20220516-13:45:31-12521,scalar,Scenario.node[14].wlan[0].mac.dcf,packetSentToPeer:sum(packetBytes),,,158,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[14].wlan[0].mac.dcf,packetSentToPeer:sum(packetBytes),interpolationmode,none,,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[14].wlan[0].mac.dcf,packetSentToPeer:sum(packetBytes),title,"packets sent, sum(packetBytes)",,,,,,,,,
canvas-0-20220516-13:45:31-12521,scalar,Scenario.node[14].wlan[0].mac.dcf,packetSentToPeerUnicast:count,,,0,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[14].wlan[0].mac.dcf,packetSentToPeerUnicast:count,interpolationmode,none,,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[14].wlan[0].mac.dcf,packetSentToPeerUnicast:count,source,ieee80211Unicast(packetSentToPeer),,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[14].wlan[0].mac.dcf,packetSentToPeerUnicast:count,title,"packets sent: unicast, count",,,,,,,,,
canvas-0-20220516-13:45:31-12521,scalar,Scenario.node[14].wlan[0].mac.dcf,packetSentToPeerUnicast:sum(packetBytes),,,0,,,,,,,,
canvas-0-20220516-13:45:31-12521,attr,Scenario.node[14].wlan[0].mac.dcf,packetSentToPeerUnicast:sum(packetBytes),interpolationmode,none,,,,,,,,,
